title,excerpt,companyName,companySlug,companyLogo,employmentType,minSalary,maxSalary,salaryPeriod,seniority,currency,locationRestrictions,timezoneRestrictions,categories,parentCategories,description,pubDate,expiryDate,applicationLink,guid,ubicacion,rango_salarial,salario_promedio,tipo_empleo_simple,tecnologias,salario_mencionado,modalidad,nivel_experiencia,anos_experiencia
Partner Account Manager,"The BasicsVoxology´s new partner ecosystem will play a critical role in helping our customers protect their organization, their people, and what matters most.",name,voxology-inc,thumbnail_url,Full Time,130000.0,150000.0,annual,Senior,USD,['United States'],"[-10, -9, -8, -7, -6, -5, 14]","['Sales', 'Telecommunications', 'Partner-Account-Management', 'Channel-Sales', 'SaaS-Sales', 'Partner-Account-Manager', 'Partnership-Account-Manager', 'Partnerships-Account-Manager', 'Partner-Account-Director', 'Enterprise-Partner-Account-Manager']",['Sales'],"The BasicsVoxology´s new partner ecosystem will play a critical role in helping our customers protect their organization, their people, and what matters most. We help our customers make Customer Experience (CX) Testing a unique pillar in their strategic planning and daily execution.The Partner Account Manager (PAM) will be instrumental in working with the largest and most strategic national and regional Value Added Resellers (VARs) in North America in CX, self-efficient reselling leaders in CPaaS, CCaaS or UCaaS. This person will actively help build the new strategic pillar for our future success and therefore report directly into the Global Vice President of Sales. As our first PAM you will deliver strategic business plans and be responsible for ensuring partners are skilled to consult, sell and deliver CX Testing solutions.What You’ll DoBe the single point of contact and fully accountable to grow your strategic partners (up to 4) within your territory in North America. Therefore limited travel of about 2-3 days per week is required.Be fully responsible for driving and delivering new logo wins and ARR growth together with your strategic partners.Develop and execute go-to-market sales motions and advanced business action plans that include sales, marketing and technical activities.Develop executive level relationships between both companies to increase their investment, focus and commitment in their Voxology business.Define, plan and execute partner enablement training plans together with your internal peers to educate your strategic partners constantly on all three pillars – technical solutions, sales methodology and pitch as well as marketing and social media positioning, including joint events. Have a deep understanding of Voxology´s technology and our value-add and be able to effectively deliver to both partners and customers in a direct touch mode.Possess an in-depth knowledge of the above strategic partner business and what drives their success regarding metrics and outcomes. Be able to demonstrate value by aligning a relevant value proposition from Voxology with the partner's strategy and objective.Have a maniacal focus on successful customer outcomes through partners.RequirementsWe’re looking for someone with:Minimum of 5 years of experience combined in a strategic partner sales role and in direct sales in the SaaS-industry is a key requirement.Experience working with large mid-market and enterprise focused VARs, integrators, MSPs or GSIs with a solid technical and a deep CX solutions knowledge preferred.Experience creating a geographic partner business across levels on a regional or national basis with key players in the industry is required.Experience as a quota carrying seller in partner and direct sales in North America with a successful track record of constantly achieving goals is strongly preferred.OtherDeep understanding of how to create and execute go-to-market strategies with large partner organizations.Existing C-level relationships with strategic target partners, such as VARs, integrators and GSIs in North America.Strong organizational skills with the ability to operate independently while managing internal and external stakeholder relationships.Ability to enthusiastically evangelize the Voxology values to our strategic partners and their customers.Desire to own all parts of a partner lifecycle, starting with profiling, recruitment, enablement, funnel management, deal closing and more.Proven success with sales ability and demonstrated knowledge of sales process and tools, especially active CRM-management.BenefitsCompensation &amp; BenefitsOn-Target Earnings (OTE): $130,000 - $150,000 with an uncapped commission structure and a 50/50 split.Benefits: Comprehensive health, dental, and vision insurance; 401(k) matching; Paid Time Off (PTO) and Holidays; stipends for cell phone, internet, and wellness.About Voxology Voxology is a leading provider in CX Testing. We help our customers make CX Testing a unique pillar in their strategic planning and execution. Listening to analysts such as Gartner and key CX trusted advisors such as Accenture or Deloitte, we are the subject matter experts in our field.Having delivered numerous successful CX Testing projects, we can provide you with the best upfront insights of such projects, before even having started any implementation. We know what´s needed or what can happen - we understand your pain-chain and have the right solutions for you. We have worked in all major technology platform plays, whether in CPaaS, CCaaS or UCaaS - with customers of all sizes and several industries. Our major value-add is about cost savings, time-to-market, avoiding downtime through business continuity, disaster recovery and security - or we´re just helping you build trust with your customers to improve CSAT. Let us show you some more proof of success with some of our reference customers, testimonials, achievements and metrics.Founded in 2002, we provide mission critical, compliant communications services to the Fortune 100 and SaaS market leaders in Financial Services, Utilities, Telco / IT, Contact Centers and more. We serve more than 130 customers worldwide !Come and visit us on www.voxolo.gy or follow us on LinkedIn.Originally posted on Himalayas",1970-01-21 15:12:22.558,1787926557,https://himalayas.app/companies/voxology-inc/jobs/partner-account-manager,https://himalayas.app/companies/voxology-inc/jobs/partner-account-manager,United States,130000.0 - 150000.0 USD,140000.0,Full Time,['go'],"$130,000 - $150,000",No especificado,No especificado,5+ años
Senior Full-Stack Developer (Angular & C#),"Somos o acelerador que impulsiona o crescimento na Ibero-América, combinando a excelência global em engenharia da EPAM com a experiência regional e a proximidade cultural da NEORIS.",name,neoris,thumbnail_url,Full Time,0.0,0.0,annual,Senior,No especificado,['Brazil'],"[-5, -4, -3, -2]","['Software-Development', 'Backend-Development', 'Frontend-Development', 'Senior-Full-Stack-Engineer-(.NET-Angular)', 'Senior-Full-Stack-Angular-Developer', 'Senior-Full-Stack-Developer-(.NET-+-Angular-+-Salesforce)', 'Senior-Full-Stack-Developer-(Angular-+-C#-+-Salesforce)', 'Senior-.NET-Full-Stack-Developer', 'Senior-Full-Stack-Engineer-(.NET-C#-SQL)', 'Fullstack-Development', 'Senior-Fullstack-Developer']",[],"Somos o acelerador que impulsiona o crescimento na Ibero-América, combinando a excelência global em engenharia da EPAM com a experiência regional e a proximidade cultural da NEORIS. Ajudamos as organizações a escalar, modernizar e avançar em sua transformação digital por meio de soluções em Cloud, Data &amp; Analytics, Inteligência Artificial, Cibersegurança, Automação Inteligente, Consultoria Estratégica e Engenharia de Software.Respaldados por mais de 60.000 profissionais em mais de 55 países e por um sólido modelo Nearshore, conectamos capacidades globais com confiança local para gerar impacto real, crescimento sustentável e resultados de alto valor para nossos clientes.Acreditamos que a diversidade impulsiona a inovação. Por isso, todas as nossas oportunidades estão abertas para todas as pessoas, independente de gênero, raça, idade, identidade, orientação ou condição. Localidade: BrasilModelo de atuação: RemotoFormato de contratação: CLTDescrição do CargoEstamos em busca de uma pessoa para atuar como Senior Full-Stack Developer, com papel estratégico no desenvolvimento e implementação de soluções para uma empresa internacional do segmento de trading de commodities agrícolas.Essa posição exige forte capacidade técnica, visão end-to-end de desenvolvimento e habilidade para atuar como referência no time, contribuindo com decisões arquiteturais, melhorias contínuas e suporte ao crescimento de desenvolvedores(as) mais juniores.ResponsabilidadesDesenvolver, testar e implementar novas funcionalidades em sistemas frontend e backendAnalisar sistemas legados e propor integrações e melhorias arquiteturaisColaborar com times multidisciplinares (produto, arquitetura, negócios e DevOps)Realizar code reviews e garantir boas práticas de desenvolvimentoAtuar como mentor(a) para desenvolvedores juniores e plenosLiderar cerimônias ágeis (planning, dailies, reviews e retrospectivas)Identificar e resolver problemas sistêmicos garantindo escalabilidade e performanceAcompanhar tendências tecnológicas e propor soluções inovadorasRequisitosExperiência em desenvolvimento de softwareVivência com projetos de grande porte e metodologias ágeisExperiência prévia liderando tecnicamente equipes ou iniciativasC#, .NET e ASP.NET Core Web API Entity Framework (modelagem e otimização de banco de dados)Desenvolvimento frontend com Angular, TypeScript, JavaScript e CSSArquitetura de microserviços e sistemas orientados a eventosSQL Server (modelagem e performance)Docker, IIS e pipelines de CI/CDAzure DevOps ou ferramentas similares (ex: Jira)Serviços de cloud (Azure Service Bus, Redis ou equivalentes)Modelagem de sistemas (UML, DDD ou similares)Inglês avançado para comunicação com times globaisDiferenciaisExperiência no setor de commodities, trading ou mercado financeiroCertificações em tecnologias Microsoft ou cloud (Azure)Experiência com arquiteturas distribuídas de alta escalabilidadeOferecemosVale Refeição e Vale Alimentação: Benefícios mensais para suas despesas com alimentação, dentro e fora de casa. Previdência Privada: Planejamento de futuro com contribuição complementar à aposentadoria. Plano de Saúde: Cobertura médica de alta qualidade para você e seu dependente legal. Plano Odontológico: Cuidados odontológicos completos, com ampla rede de atendimento. Seguro de Vida: Proteção e segurança para você e seus entes queridos. Aulas de Inglês/Espanhol: Incentivo ao aprendizado de idiomas. Wellhub: Benefícios e descontos em academias e programas de bem-estar. Auxílio Creche: Suporte financeiro para despesas com educação infantil. Neoris Global Campus: Plataforma de desenvolvimento com oportunidades contínuas de aprendizado e crescimento profissional. Te convidamos a nos conhecer em http://www.neoris.com, Facebook, LinkedIn, Twitter o Instagram: @NEORIS.Originally posted on Himalayas",1970-01-21 15:12:22.558,1787926557,https://himalayas.app/companies/neoris/jobs/senior-full-stack-developer-angular-c,https://himalayas.app/companies/neoris/jobs/senior-full-stack-developer-angular-c,Brazil,No especificado,,Full Time,"['JavaScript', 'API', 'Angular', 'Docker', 'TypeScript', 'Redis', 'Jira', '.NET']",,No especificado,Senior,
Content-Creator bei TechnikNews,TechnikNews ist seit 2015 der aufstrebende Technikblog für den gesamten DACH-Raum mit einem Team aus Deutschland und Österreich.,name,techniknews,thumbnail_url,Volunteer,0.0,0.0,annual,Entry-level,EUR,['Austria'],[1],"['Content-Creation', 'Tech-Blogging', 'Journalism', 'Editorial', 'Community-Management', 'Video-Production', 'Podcast-Production', 'Technical-Content-Creator', 'Tech-News-Writer', 'Content-Creator']",['Content Creator'],"TechnikNews ist seit 2015 der aufstrebende Technikblog für den gesamten DACH-Raum mit einem Team aus Deutschland und Österreich. Wir nehmen Technik unter die Lupe, berichten über die neuesten Geschehnisse aus der Technikwelt und vieles mehr. Gadgets, Smart Home, E-Mobilität, Smartphones und Laptops sind unser Ding.Hinweis: Wir wollen ehrlich mit Dir sein. Wir weisen darauf hin, dass es sich bei unserem Stellenangebot um eine ehrenamtliche Tätigkeit handelt.AufgabenWir suchen ein:Schreibtalent (Redaktion)Rechtschreibtalent (Editor)Community-Talent (Community-Manager)Software-Talent (Developer)Grafiktalent (Grafiker)Podcast-Talent (Podcaster)Video-Talent (YouTuber)Du wolltest schon immer ...ein junges Team ehrenamtlich, unverbindlich unterstützen?nebenbei immer die neueste Technik testen?mit Deinen Texten ein großes Publikum erreichen?einen Blick hinter die Kulissen der Technik-Branche erhaschen?ein Sprungbrett für Deine weitere Zukunft nutzen?QualifikationWas Du drauf haben solltestAktivität auf TechnikNewsInteresse an der TechnikMitverfolgen der aktuellen Technik-GeschehnisseBeherrschen der deutschen Rechtschreibung und GrammatikGute Schreibgewandtheit &amp; AusdruckTeamplayerBenefitsOhne Goodies geht nichts. Wir haben zwar keinen Obstkorb, aber:🥳 Technik- oder Gaming-Messen (ja, wir sprechen hier von CES, IFA, Gamescom und mehr) besuchen – wir liefern Dir die benötigten Presseakkreditierungen und regeln den komplizierten Kram für Dich. Du kannst dann mit den Großen in der Presselounge abhängen.🥳 Neues Smartphone testen, bevor es andere haben? Check. Einen Laptop im Rahmen eines Reviews für einige Wochen lang nach Hause geschickt bekommen? Mit dem Staubsaugerroboter – äh – E-Scooter oder eigener Karre für einen Testbericht in die Schule, Uni oder ins Büro cruisen? Check. Sonst noch Wünsche offen? Wir sind weltweit mit zahlreichen Big-Playern in der Technikwelt vernetzt und kennen die großen Unternehmen. Wenn Du jetzt an eine große Smartphone-Marke, Fernseher-Hersteller oder Gaming-Firma denkst – sehr wahrscheinlich, dass wir schon mit denen gechattet haben.🥳 Gratis Merch, eigene TechnikNews E-Mail-Adresse, Kontakte in der ganzen Branche knüpfen, eigenen Minecraft-Server hosten coole Events und vieles mehr! Flex. 💪Du tust Dich beim Schreiben manchmal etwas schwer? Bewirb Dich trotzdem. Unsere Editoren schauen Dir über die Schultern und unterstützen Dich beim Verfassen Deiner Artikel.Wir könnten so viel über uns zu erzählen, wollen aber lieber von Dir hören! Wir freuen uns auf Dich!Wir wollen ehrlich mit Dir sein. Wir weisen darauf hin, dass es sich bei unserem Stellenangebot um eine ehrenamtliche Tätigkeit handelt.Originally posted on Himalayas",1970-01-21 15:12:22.551,1787926550,https://himalayas.app/companies/techniknews/jobs/content-creator-bei-techniknews,https://himalayas.app/companies/techniknews/jobs/content-creator-bei-techniknews,Austria,No especificado,,Otro,[],,No especificado,No especificado,
Sr. Data Privacy & Risk Counsel,"About EngineAt Engine, we’re transforming business travel into something personalized, rewarding, and simple.",name,engine,thumbnail_url,Full Time,182800.0,253000.0,annual,Senior,USD,['United States'],"[-10, -9, -8, -7, -6, -5, 14]","['Legal-Counsel', 'Data-Privacy', 'Privacy-Law', 'Risk-Management', 'AI-Governance', 'Senior-Privacy-Security-Counsel', 'Senior-Data-&-Technology-Counsel', 'Data-Privacy-Counsel', 'Global-Head-Of-Data-&-Privacy-Legal', 'Senior-Privacy-Compliance-Consultant', 'Data-Protection-Counsel']",[],"About EngineAt Engine, we’re transforming business travel into something personalized, rewarding, and simple. For too long, managing travel and spend has been overwhelming and fragmented — we’re here to change that. We believe the future of travel should be seamless and powered by technology that delights customers at every step. That’s why we’re building a platform that brings together corporate travel, a powerful charge card, and modern spend management in one place.To make this vision real, we’re looking for exceptional, mission-driven people to help redefine how businesses manage and experience travel.More than 30,000 companies already rely on Engine to support over 1 million travelers and billions in annual bookings each year. Cash flow positive with rapid growth, we pair exclusive Engine-only rates, industry-leading rewards, and intelligent automation to help businesses save money while delivering world-class personalization and convenience.Backed by Telescope Partners, Blackstone, and Permira, Engine has been recognized as one of the fastest-growing travel and fintech platforms in North America, with honors including the Deloitte Fast 500 and Built In’s Best Places to Work.Your MissionAs part of the Engine team, you’ll play a vital role in an environment where innovation meets collaboration. Here’s what you’ll take charge of:Core Privacy &amp; Risk Architecture: Craft and execute innovative strategies to build and operate Engine’s enterprise data privacy, AI governance, and risk management function, ensuring Engine stays ahead in the regulatory landscape.Cross-Functional Risk Integration: Collaborate with cross-functional teams like Security, Product, and Finance to unlock new opportunities and deliver seamless, legally compliant experiences for our customers.Program &amp; Framework Leadership: Lead the design and implementation of automated workflows (such as CCPA/CPRA handling) and structured frameworks (including AI governance and tiered vendor risk programs) to enhance efficiency, scalability, and corporate compliance.Strategic Legal Advisory: Provide exceptional support and insights to our clients and internal partners, ensuring every risk evaluation and incident response interaction with Engine exceeds expectations.What You’ll Bring to EngineWe’re looking for someone who’s ready to make an impact and grow alongside us:Experience: 4–6 years of hands-on experience in privacy law, either in-house or at a firm with an established privacy practice, backed by a J.D. with an active bar admission in good standing.Skills: You’re a problem-solver with deep working knowledge of CCPA/CPRA, US state privacy law frameworks, and FTC Section 5 standards, and you thrive in fast-paced, innovative environments.Tech-Savvy: Bonus points if you’re fluent in OneTrust or similar privacy management platforms.Mindset: You’re ready to roll up your sleeves, collaborate across the enterprise, protect material findings through structural privilege, and deliver results that matter.Applications for this role will be accepted through 10/23/26 or until the role is filled. We encourage you to apply early, as we may begin reviewing applications before the deadline.CompensationOur compensation packages are based on several factors, including your experience, expertise, and location. In addition to a competitive base salary, total compensation may include equity and/or variable pay (OTE). Your recruiter will share your complete compensation package as you move through the process.Base Pay Range$182,800—$253,000 USDThe Engine Edge: Perks &amp; CompensationWe believe in rewarding great work with great benefits:Compensation: Competitive base pay tied to role and experience, with opportunities for bonuses, commissions, and equity.Benefits: Check out our full list atengine.com/culture.Environments for Success: Different roles have different needs in terms of the environments that drive success which is why we have a hybrid-hub model. Whether you are in one of our amazing offices or fully remote, we’ll make sure you have what you need to succeed.Perks and benefits may vary based on employment type, location, and more.Ready to Build the Future of Work Travel?Join us on our mission to transform how work travel works—for businesses, for travelers, and for the industry. Apply now and let’s make travel simpler, smarter, and more enjoyable—together.Originally posted on Himalayas",1970-01-21 15:12:22.523,1787926522,https://himalayas.app/companies/engine/jobs/sr-data-privacy-risk-counsel,https://himalayas.app/companies/engine/jobs/sr-data-privacy-risk-counsel,United States,182800.0 - 253000.0 USD,217900.0,Full Time,[],,Híbrido,Lead,6+ años
Customer Service Specialist (Mass),"The Customer Operations Specialist (Mass Retail) is responsible for end-to-end execution of customer order management for key national accounts, including Target and Walmart.",name,aux,thumbnail_url,Full Time,0.0,0.0,annual,Entry-level,No especificado,['Philippines'],[8],"['Customer-Service', 'Order-Management', 'Supply-Chain-Management', 'Customer-Support', 'Retail-Operations', 'Customer-Service-Specialist', 'Customer-Services-Specialist', 'Customer-Care-Specialist', 'Customer-Support-Specialist', 'Customer-Contact-Specialist', 'Customer-Specialist', 'Customer-Service-Representative', 'Customer-Services-Representative', 'Customer-Service-Associate']",['Customer Service'],"The Customer Operations Specialist (Mass Retail) is responsible for end-to-end execution of customer order management for key national accounts, including Target and Walmart.This role ensures accurate and timely processing of purchase orders, proactive communication on order risks (cuts, delays, push-outs), and best-in-class service levels across all retail partners.This role sits at the center of Operations, Supply Chain, and Sales, ensuring our client delivers against retailer expectations while protecting fill rate, compliance, and customer relationships.Estimated Salary: The salary for this position has not been finalized yet. Please indicate your expected salary based on your experience in the application form, and we will consider it in our discussions.Key Responsibilities:Purchase Order ManagementOwn the full lifecycle of retail purchase orders from receipt through fulfillmentReview, validate, and enter POs into internal systems (EDI/manual)Confirm order quantities, pricing, ship windows, and routing requirementsEnsure alignment with inventory availability and production schedulesOrder Risk &amp; Exception ManagementProactively identify risks to fill rate, including inventory shortages or production delaysCommunicate cuts, delays, and push-outs to customers in a timely and professional mannerPartner with Supply Chain and Planning to mitigate risks and improve outcomesTrack and manage all open order issues through resolutionCustomer CommunicationServe as primary point of contact for assigned Mass accounts (Target, Walmart)Respond to all customer inquiries within defined SLA (same-day response expected)Maintain clear, concise, and professional communication at all timesProvide proactive updates on order status, delays, and issue resolutionExecution &amp; ComplianceEnsure all orders meet retailer compliance requirements (routing, labeling, ASN accuracy)Monitor and reduce chargebacks tied to execution errorsMaintain accurate records of order status, changes, and communicationsSupport continuous improvement of customer service processes and reportingRequirements3+ years’ experience in customer service, order management, or supply chain (CPG preferred)Direct experience with Target and/or Walmart highly preferredStrong understanding of EDI, retail compliance, and routing requirementsExceptional written and verbal English communication skillsHighly organized with strong attention to detailAbility to manage multiple priorities in a fast-paced environmentWhat Success Looks LikeOrders are executed accurately and on timeCustomers are informed of issues before they escalateCommunication is proactive, not reactiveInternal teams trust this role to “own the order” end-to-endBenefitsFood AllowanceGovernment Benefits13th Month payWork EquipmentNight Differential if applicable (10% of hourly rate)20 Leaves (after 6 months)Holiday pay (200% on Regular holidays; 130% on Special holidays)Overtime pay (max of 10.25 hrs/day)Referral bonus (P10,000 if referral passed and stayed with the company for 3 months)HMO (after 6 months)#li-remoteOriginally posted on Himalayas",1970-01-21 15:12:22.517,1787926517,https://himalayas.app/companies/aux/jobs/customer-service-specialist-mass,https://himalayas.app/companies/aux/jobs/customer-service-specialist-mass,Philippines,No especificado,,Full Time,[],,No especificado,No especificado,3+ años
"Strategic Account Manager, SkinMedica","The Strategic Account Manager (SAM) is responsible for representing the SkinMedica, DiamondGlow and Latisse brands and promote the product portfolio to targeted aesthetic customers within a designated geographical area.",name,abbvie,thumbnail_url,Full Time,80000.0,140000.0,annual,Mid-level,USD,['United States'],"[-10, -9, -8, -7, -6, -5, 14]","['Sales', 'Account-Management', 'Medical-Sales', 'Aesthetic-Sales', 'B2B-Sales', 'Strategic-Account-Manager', 'Strategic-Accounts-Manager', 'Medical-Sales-Account-Manager', 'Area-Sales-Manager---Dermatology', 'Strategic-Account-Manager---Pharmaceutical-Healthcare']",['Sales'],"The Strategic Account Manager (SAM) is responsible for representing the SkinMedica, DiamondGlow and Latisse brands and promote the product portfolio to targeted aesthetic customers within a designated geographical area. The focus will be on direct selling of products (physician dispensed skincare and skin resurfacing system) and executing pull through programs/events to patients. This is accomplished by utilizing and managing key resources and contributing with high performance selling teams to maximize coverage to targeted customers. The SAM provides technical product and procedure expertise, as well as, competitive product differentiation. Assigned sales goals are obtained through creative, consultative selling and implementation of the U.S. Sales/Marketing plan.ResponsibilitiesThe SAM leverages Allergan Medical’s resources to enhance adoption of the SKM Portfolio which includes 1) non-surgical, non-invasive skin resurfacing equipment, 2) topical skincare consumables designed for the resurfacing device and 3) SkinMedica product portfolio. Must collaborate with Facial Aesthetics, Plastic Surgery, Coolsculpting, APC’s, Marketing, and other Allergan sales forces. Complies with required reports, requests, and compliance policies.Effectively manages field assets and resources to include, but not limited to, expense management, computer, and other allocated equipment.SALES RESULTS: Consistently achieves sales quota for skin care, consumables, and equipment. Proficient in sales execution component of marketing plans to include device placement and pull through product promotions (device, consumables and SkinMedica portfolio). Creates call plans across product portfolio. Demonstrates adaptability with multiple initiatives.Demonstrates effective selling skills (demonstrate Dermalinfusion Treatments, educate customers on proper techniques for Dermalinfusion Treatments, consultative sales approach to the customers' business, pre-call plans, Intro/credentialing, assessment of customer needs, handling objections, presentation delivery with visuals, closing, follow-up, etc.). Builds loyal relationships; high level customer interaction.Calls on and effectively manages time with new and existing customers to educate on new and current products. Works with customers toward business development by assessing and product needs, placing account orders, merchandising office, and supporting events for pull-through.Manages initiative execution across the portfolio balancing the device sale to drive skin care and consumable business. Demonstrates ability to assess territory metrics to develop and implement territory business plans; computer proficiency (excel, internet, PowerPoint); use of sales reporting tools; responds timely to corporate requests; balances work load demonstrating good organizational skills, and optimizes corporate resource and budget allocation. Provides product samples as necessary.Educates customers on device and product features and benefits through individual and group presentations/trainings. Conveys consistent differentiating messaging across portfolio; technical fluency across Allergan and competitive product portfolio. Demonstrates an expertise in discussing support studies/material, proficient with knowledge of the aesthetic market. Portrays strong business acumen.Demonstrates the ability to execute marketing plans across product portfolio. Understands sales execution role within the marketing plan. Ability to understand marketing team's role and provide appropriate feedback to plan implementation. Ability to articulate strategy to RM and team members. Ability to understand how individual tactics support the overall strategic direction. Understands and adheres to compliance and travel/expense policies.Exemplifies integrity, flexibility, and adaptability. Ability to understand multiple perspectives of decisions beyond one territory. Is self-aware of interaction with customers, peers, etc. Demonstrates the ability to make sound decisions and uses good judgment. Is reliable and has a willingness to improve. Portrays a positive and productive attitude in working with counterparts toward collaboration supporting the portfolio of business.Bachelor's degree in health, sciences, pharmacy or business-related field preferred or relevant and equivalent industry experience required.Minimum of 3+ years of sales experience required with business to business to consumer (B2B2C) sales experience preferred.Aesthetics sales background or related experience with a skin care company highly desirableValid driver’s licenseAnalytical skills. Strong business acumen. Proven selling skillsAnalytical skills. Strong business acumen. Proven selling skillsStrong communication skills, both verbal and written. Strong interpersonal skills. Strong contract/negotiating skillsFinancial/budgetary experienceAbility to travel . Ability to lift 50 lbs.Proficiency on excel, word, power point and other software skills​Applicable only to applicants applying to a position in any location with pay disclosure requirements under state or local law: ​The compensation range described below is the range of possible base pay compensation that the Company believes in good faith it will pay for this role at the time of this posting based on the job grade for this position. Individual compensation paid within this range will depend on many factors including geographic location, and we may ultimately pay more or less than the posted range. This range may be modified in the future. ​We offer a comprehensive package of benefits including paid time off (vacation, holidays, sick), medical/dental/vision insurance and 401(k) to eligible employees.​This job is eligible to participate in our short-term incentive programs. ​Note: No amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. The amount and availability of any bonus, commission, incentive, benefits, or any other form of compensation and benefits that are allocable to a particular employee remains in the Company's sole and absolute discretion unless and until paid and may be modified at the Company’s sole and absolute discretion, consistent with applicable law. ​AbbVie is an equal opportunity employer and is committed to operating with integrity, driving innovation, transforming lives and serving our community. Equal Opportunity Employer/Veterans/Disabled. US &amp; Puerto Rico only - to learn more, visit https://www.abbvie.com/join-us/equal-employment-opportunity-employer.htmlUS &amp; Puerto Rico applicants seeking a reasonable accommodation, click here to learn more:https://www.abbvie.com/join-us/reasonable-accommodations.htmlAbout AbbVieAt Allergan Aesthetics, an AbbVie company, we develop, manufacture, and market a portfolio of leading aesthetics brands and products. Our aesthetics portfolio includes facial injectables, body contouring, plastics, skin care, and more. Our goal is to consistently provide our customers with innovation, education, exceptional service, and a commitment to excellence, all with a personal touch. For more information, visit https://global.allerganaesthetics.com/. Follow Allergan Aesthetics on LinkedIn.Originally posted on Himalayas",1970-01-21 15:12:22.467,1787926467,https://himalayas.app/companies/abbvie/jobs/strategic-account-manager-skinmedica,https://himalayas.app/companies/abbvie/jobs/strategic-account-manager-skinmedica,United States,80000.0 - 140000.0 USD,110000.0,Full Time,[],,No especificado,No especificado,3+ años
